order_id,order_date,ship_date,days_to_ship,product_name,category,subcategory,city,province,quantity,unit_price,discount_pct,discounted_price,revenue,cost,profit,payment_method,order_status
AHS-1146,11-Jun-2024,13-Jun-2024,2,Lavender Stripe Bedsheet,Bedding,Bed Sheets,Rawalpindi,Punjab,1,2999,0.15,2549,2549,1500,1049,COD,Delivered
AHS-1147,12-Jun-2024,14-Jun-2024,2,Serenity Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2650,0,2650,2650,1400,1250,COD,Delivered
AHS-1148,12-Jun-2024,15-Jun-2024,3,Luxury Velvet Rug LV-312,Rugs,Luxury Velvet Rugs,Rawalpindi,Punjab,2,9999,0.2,7999,15998,12400,3598,Bank Transfer,Delivered
AHS-1149,12-Jun-2024,16-Jun-2024,4,Luxury Velvet Rug LV-324,Rugs,Luxury Velvet Rugs,Rawalpindi,Punjab,2,8999,0.1,8099,16198,11000,5198,COD,Returned
AHS-1150,13-Jun-2024,16-Jun-2024,3,Chestnut Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Lahore,Punjab,3,5999,0.2,4799,14397,9600,4797,Bank Transfer,Delivered
AHS-1151,14-Jun-2024,15-Jun-2024,1,Luxury Velvet Rug LV-310,Rugs,Luxury Velvet Rugs,Karachi,Sindh,1,8999,0.28,6479,6479,5500,979,EasyPaisa,Returned
AHS-1152,14-Jun-2024,17-Jun-2024,3,Chestnut Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Rawalpindi,Punjab,1,5999,0,5999,5999,3200,2799,COD,Delivered
AHS-1153,15-Jun-2024,16-Jun-2024,1,Premium Bath Mat,Mats,Mats,Karachi,Sindh,2,1999,0.1,1799,3598,2000,1598,EasyPaisa,Delivered
AHS-1154,15-Jun-2024,18-Jun-2024,3,Luxury Velvet Rug LV-309,Rugs,Luxury Velvet Rugs,Faisalabad,Punjab,2,8999,0.1,8099,16198,11000,5198,JazzCash,Delivered
AHS-1155,15-Jun-2024,16-Jun-2024,1,Modern Rug MD-213,Rugs,Modern Rugs,Karachi,Sindh,1,6999,0.15,5949,5949,4000,1949,COD,Delivered
AHS-1156,15-Jun-2024,18-Jun-2024,3,Kitchen Anti-Fatigue Mat,Mats,Mats,Lahore,Punjab,1,2499,0,2499,2499,1300,1199,COD,Delivered
AHS-1157,16-Jun-2024,19-Jun-2024,3,Lavender Stripe Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,2,2999,0.1,2699,5398,3000,2398,COD,Delivered
AHS-1158,17-Jun-2024,19-Jun-2024,2,Serenity Bedsheet,Bedding,Bed Sheets,Faisalabad,Punjab,2,2650,0.15,2252,4504,2800,1704,Bank Transfer,Delivered
AHS-1159,19-Jun-2024,24-Jun-2024,5,Jingle Bedsheet,Bedding,Bed Sheets,Sialkot,Punjab,2,2650,0.1,2385,4770,2800,1970,Bank Transfer,Delivered
AHS-1160,20-Jun-2024,24-Jun-2024,4,Lavender Stripe Bedsheet,Bedding,Bed Sheets,Peshawar,KPK,1,2999,0,2999,2999,1500,1499,Bank Transfer,Delivered
AHS-1161,20-Jun-2024,22-Jun-2024,2,Luxury Velvet Rug LV-315,Rugs,Luxury Velvet Rugs,Sialkot,Punjab,1,9999,0.1,8999,8999,6200,2799,COD,Delivered
AHS-1162,20-Jun-2024,25-Jun-2024,5,Water Absorbent Anti-Slip Mat Set,Mats,Mats,Faisalabad,Punjab,1,2099,0.1,1889,1889,1100,789,COD,Delivered
AHS-1163,20-Jun-2024,21-Jun-2024,1,Luxury Velvet Rug LV-318,Rugs,Luxury Velvet Rugs,Lahore,Punjab,1,8999,0.1,8099,8099,5500,2599,COD,Delivered
AHS-1164,21-Jun-2024,22-Jun-2024,1,Modern Rug MD-207,Rugs,Modern Rugs,Karachi,Sindh,2,6999,0,6999,13998,8000,5998,Bank Transfer,Delivered
AHS-1165,21-Jun-2024,24-Jun-2024,3,Water Absorbent Anti-Slip Mat Set,Mats,Mats,Karachi,Sindh,3,2099,0.1,1889,5667,3300,2367,COD,Delivered
AHS-1166,21-Jun-2024,24-Jun-2024,3,Luxury Velvet Rug LV-326,Rugs,Luxury Velvet Rugs,Peshawar,KPK,2,11999,0.28,8639,17278,15000,2278,COD,Delivered
AHS-1167,21-Jun-2024,25-Jun-2024,4,Night Petals Bedsheet,Bedding,Bed Sheets,Rawalpindi,Punjab,1,2999,0,2999,2999,1500,1499,COD,Delivered
AHS-1168,21-Jun-2024,24-Jun-2024,3,Premium Bath Mat,Mats,Mats,Karachi,Sindh,1,1999,0.1,1799,1799,1000,799,Bank Transfer,Delivered
AHS-1169,22-Jun-2024,25-Jun-2024,3,Water Absorbent Anti-Slip Mat Set,Mats,Mats,Karachi,Sindh,3,2099,0.15,1784,5352,3300,2052,COD,Delivered
AHS-1170,22-Jun-2024,24-Jun-2024,2,Luxury Velvet Rug LV-304,Rugs,Luxury Velvet Rugs,Quetta,Balochistan,1,8999,0,8999,8999,5500,3499,Bank Transfer,Delivered
AHS-1171,24-Jun-2024,29-Jun-2024,5,Night Petals Bedsheet,Bedding,Bed Sheets,Faisalabad,Punjab,3,2999,0,2999,8997,4500,4497,COD,Delivered
AHS-1172,24-Jun-2024,25-Jun-2024,1,Luxury Velvet Rug LV-309,Rugs,Luxury Velvet Rugs,Karachi,Sindh,1,8999,0,8999,8999,5500,3499,Bank Transfer,Returned
AHS-1173,24-Jun-2024,26-Jun-2024,2,Night Petals Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0.15,2549,2549,1500,1049,Bank Transfer,Delivered
AHS-1174,26-Jun-2024,29-Jun-2024,3,Modern Rug MD-202,Rugs,Modern Rugs,Lahore,Punjab,1,6999,0.1,6299,6299,4000,2299,COD,Delivered
AHS-1175,26-Jun-2024,27-Jun-2024,1,Kitchen Anti-Fatigue Mat,Mats,Mats,Lahore,Punjab,1,2499,0,2499,2499,1300,1199,Bank Transfer,Delivered
AHS-1176,27-Jun-2024,28-Jun-2024,1,Chestnut Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Lahore,Punjab,1,5999,0,5999,5999,3200,2799,COD,Delivered
AHS-1177,27-Jun-2024,1-Jul-2024,4,Modern Rug MD-208,Rugs,Modern Rugs,Faisalabad,Punjab,1,6999,0,6999,6999,4000,2999,COD,Delivered
AHS-1178,27-Jun-2024,29-Jun-2024,2,Lavender Stripe Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,2,2999,0.1,2699,5398,3000,2398,COD,Delivered
AHS-1179,27-Jun-2024,29-Jun-2024,2,Premium Bath Mat,Mats,Mats,Lahore,Punjab,1,1999,0.1,1799,1799,1000,799,COD,Delivered
AHS-1180,28-Jun-2024,30-Jun-2024,2,Coco Blossom Bedsheet,Bedding,Bed Sheets,Multan,Punjab,1,2999,0.15,2549,2549,1500,1049,COD,Delivered
AHS-1181,29-Jun-2024,30-Jun-2024,1,Coco Blossom Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Lahore,Punjab,1,5999,0,5999,5999,3200,2799,Bank Transfer,Delivered
AHS-1182,29-Jun-2024,3-Jul-2024,4,Luxury Velvet Rug LV-309,Rugs,Luxury Velvet Rugs,Faisalabad,Punjab,1,8999,0.1,8099,8099,5500,2599,COD,Delivered
AHS-1183,29-Jun-2024,2-Jul-2024,3,Luxury Velvet Rug LV-310,Rugs,Luxury Velvet Rugs,Faisalabad,Punjab,2,8999,0.15,7649,15298,11000,4298,COD,Delivered
AHS-1184,29-Jun-2024,1-Jul-2024,2,Grey Blossom Bedsheet,Bedding,Bed Sheets,Islamabad,ICT,2,2999,0.15,2549,5098,3000,2098,EasyPaisa,Delivered
AHS-1185,29-Jun-2024,3-Jul-2024,4,Modern Rug MD-205,Rugs,Modern Rugs,Faisalabad,Punjab,2,8999,0.1,8099,16198,11000,5198,Bank Transfer,Delivered
AHS-1186,30-Jun-2024,1-Jul-2024,1,Luxury Velvet Rug LV-307,Rugs,Luxury Velvet Rugs,Karachi,Sindh,1,8999,0.1,8099,8099,5500,2599,COD,Delivered
AHS-1187,30-Jun-2024,1-Jul-2024,1,Luxury Velvet Rug LV-310,Rugs,Luxury Velvet Rugs,Islamabad,ICT,1,8999,0.1,8099,8099,5500,2599,EasyPaisa,Delivered
AHS-1188,30-Jun-2024,1-Jul-2024,1,Nexus Bedsheet,Bedding,Bed Sheets,Islamabad,ICT,1,2650,0.1,2385,2385,1400,985,EasyPaisa,Delivered
AHS-1189,30-Jun-2024,2-Jul-2024,2,Modern Rug MD-202,Rugs,Modern Rugs,Quetta,Balochistan,1,6999,0,6999,6999,4000,2999,COD,Delivered
AHS-1190,30-Jun-2024,1-Jul-2024,1,Modern Rug MD-202,Rugs,Modern Rugs,Karachi,Sindh,2,6999,0,6999,13998,8000,5998,COD,Delivered
AHS-1191,1-Jul-2024,3-Jul-2024,2,Serenity Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2650,0.1,2385,2385,1400,985,COD,Delivered
AHS-1192,2-Jul-2024,4-Jul-2024,2,Fleece Blanket Beige,Bedding,Blankets,Lahore,Punjab,2,3500,0.15,2975,5950,3600,2350,Bank Transfer,Delivered
AHS-1193,3-Jul-2024,6-Jul-2024,3,Lavender Stripe Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2999,0,2999,2999,1500,1499,EasyPaisa,Delivered
AHS-1194,3-Jul-2024,6-Jul-2024,3,Night Petals Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2999,0,2999,2999,1500,1499,JazzCash,Delivered
AHS-1195,4-Jul-2024,6-Jul-2024,2,Luxury Velvet Rug LV-318,Rugs,Luxury Velvet Rugs,Karachi,Sindh,2,8999,0,8999,17998,11000,6998,Bank Transfer,Delivered
AHS-1196,6-Jul-2024,11-Jul-2024,5,Terracotta Bloom Bedsheet,Bedding,Bed Sheets,Rawalpindi,Punjab,2,2999,0.15,2549,5098,3000,2098,COD,Delivered
AHS-1197,6-Jul-2024,8-Jul-2024,2,Modern Rug MD-211,Rugs,Modern Rugs,Lahore,Punjab,1,8999,0,8999,8999,5500,3499,JazzCash,Delivered
AHS-1198,7-Jul-2024,10-Jul-2024,3,Rosewood Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Karachi,Sindh,1,5999,0,5999,5999,3200,2799,COD,Delivered
AHS-1199,7-Jul-2024,8-Jul-2024,1,Modern Rug MD-212,Rugs,Modern Rugs,Karachi,Sindh,1,8999,0.15,7649,7649,5500,2149,COD,Delivered
AHS-1200,8-Jul-2024,13-Jul-2024,5,Grey Blossom Bedsheet,Bedding,Bed Sheets,Multan,Punjab,2,2999,0.15,2549,5098,3000,2098,COD,Delivered
AHS-1201,10-Jul-2024,15-Jul-2024,5,Luxury Velvet Rug LV-312,Rugs,Luxury Velvet Rugs,Rawalpindi,Punjab,1,9999,0.1,8999,8999,6200,2799,Bank Transfer,Delivered
AHS-1202,10-Jul-2024,12-Jul-2024,2,Moonlace Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Islamabad,ICT,1,5999,0.15,5099,5099,3200,1899,EasyPaisa,Delivered
AHS-1203,10-Jul-2024,13-Jul-2024,3,Premium Bath Mat,Mats,Mats,Sialkot,Punjab,1,1999,0,1999,1999,1000,999,COD,Delivered
AHS-1204,11-Jul-2024,13-Jul-2024,2,Rosewood Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Multan,Punjab,1,5999,0,5999,5999,3200,2799,EasyPaisa,Delivered
AHS-1205,11-Jul-2024,14-Jul-2024,3,Modern Rug MD-212,Rugs,Modern Rugs,Peshawar,KPK,1,8999,0.15,7649,7649,5500,2149,JazzCash,Delivered
AHS-1206,12-Jul-2024,14-Jul-2024,2,Luxury Velvet Rug LV-326,Rugs,Luxury Velvet Rugs,Karachi,Sindh,2,11999,0.15,10199,20398,15000,5398,JazzCash,Delivered
AHS-1207,12-Jul-2024,14-Jul-2024,2,Jingle Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2650,0,2650,2650,1400,1250,COD,Delivered
AHS-1208,15-Jul-2024,20-Jul-2024,5,Silva Bedsheet,Bedding,Bed Sheets,Multan,Punjab,1,2650,0.15,2252,2252,1400,852,COD,Delivered
AHS-1209,15-Jul-2024,18-Jul-2024,3,Terracotta Bloom Bedsheet,Bedding,Bed Sheets,Faisalabad,Punjab,1,2999,0.1,2699,2699,1500,1199,COD,Delivered
AHS-1210,15-Jul-2024,17-Jul-2024,2,Night Petals Bedsheet,Bedding,Bed Sheets,Islamabad,ICT,2,2999,0.1,2699,5398,3000,2398,COD,Delivered
AHS-1211,15-Jul-2024,17-Jul-2024,2,Chestnut Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0.15,2549,2549,1500,1049,COD,Delivered
AHS-1212,17-Jul-2024,20-Jul-2024,3,Modern Rug MD-213,Rugs,Modern Rugs,Karachi,Sindh,1,6999,0,6999,6999,4000,2999,COD,Delivered
AHS-1213,18-Jul-2024,19-Jul-2024,1,Luxury Velvet Rug LV-310,Rugs,Luxury Velvet Rugs,Karachi,Sindh,1,8999,0.15,7649,7649,5500,2149,JazzCash,Delivered
AHS-1214,18-Jul-2024,19-Jul-2024,1,Modern Rug MD-212,Rugs,Modern Rugs,Islamabad,ICT,2,8999,0.1,8099,16198,11000,5198,EasyPaisa,Delivered
AHS-1215,19-Jul-2024,21-Jul-2024,2,Luxury Velvet Rug LV-315,Rugs,Luxury Velvet Rugs,Sialkot,Punjab,1,9999,0,9999,9999,6200,3799,COD,Delivered
AHS-1216,19-Jul-2024,22-Jul-2024,3,Kitchen Anti-Fatigue Mat,Mats,Mats,Faisalabad,Punjab,1,2499,0,2499,2499,1300,1199,EasyPaisa,Delivered
AHS-1217,19-Jul-2024,24-Jul-2024,5,Modern Rug MD-205,Rugs,Modern Rugs,Sialkot,Punjab,1,8999,0,8999,8999,5500,3499,Bank Transfer,Delivered
AHS-1218,19-Jul-2024,22-Jul-2024,3,Serenity Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2650,0,2650,2650,1400,1250,JazzCash,Delivered
AHS-1219,20-Jul-2024,24-Jul-2024,4,Luxury Velvet Rug LV-318,Rugs,Luxury Velvet Rugs,Sialkot,Punjab,1,8999,0,8999,8999,5500,3499,COD,Delivered
AHS-1220,21-Jul-2024,26-Jul-2024,5,Jingle Bedsheet,Bedding,Bed Sheets,Peshawar,KPK,1,2650,0,2650,2650,1400,1250,EasyPaisa,Delivered
AHS-1221,25-Jul-2024,27-Jul-2024,2,Luxury Velvet Rug LV-315,Rugs,Luxury Velvet Rugs,Lahore,Punjab,1,9999,0.15,8499,8499,6200,2299,EasyPaisa,Delivered
AHS-1222,25-Jul-2024,29-Jul-2024,4,Nexus Bedsheet,Bedding,Bed Sheets,Faisalabad,Punjab,1,2650,0.1,2385,2385,1400,985,COD,Delivered
AHS-1223,25-Jul-2024,28-Jul-2024,3,Silva Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2650,0,2650,2650,1400,1250,COD,Delivered
AHS-1224,26-Jul-2024,28-Jul-2024,2,Modern Rug MD-202,Rugs,Modern Rugs,Lahore,Punjab,1,6999,0.2,5599,5599,4000,1599,JazzCash,Delivered
AHS-1225,26-Jul-2024,27-Jul-2024,1,Jingle Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2650,0,2650,2650,1400,1250,Bank Transfer,Delivered
AHS-1226,27-Jul-2024,31-Jul-2024,4,Night Petals Bedsheet,Bedding,Bed Sheets,Multan,Punjab,1,2999,0.1,2699,2699,1500,1199,COD,Delivered
AHS-1227,28-Jul-2024,30-Jul-2024,2,Luxury Velvet Rug LV-312,Rugs,Luxury Velvet Rugs,Lahore,Punjab,1,9999,0.1,8999,8999,6200,2799,JazzCash,Delivered
AHS-1228,28-Jul-2024,31-Jul-2024,3,Modern Rug MD-202,Rugs,Modern Rugs,Faisalabad,Punjab,1,6999,0.1,6299,6299,4000,2299,Bank Transfer,Delivered
AHS-1229,29-Jul-2024,31-Jul-2024,2,Chestnut Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0.1,2699,2699,1500,1199,COD,Delivered
AHS-1230,29-Jul-2024,30-Jul-2024,1,Modern Rug MD-202,Rugs,Modern Rugs,Karachi,Sindh,1,6999,0.15,5949,5949,4000,1949,COD,Cancelled
AHS-1231,30-Jul-2024,1-Aug-2024,2,Lavender Stripe Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,2,2999,0.1,2699,5398,3000,2398,Bank Transfer,Delivered
AHS-1232,30-Jul-2024,2-Aug-2024,3,Luxury Velvet Rug LV-310,Rugs,Luxury Velvet Rugs,Rawalpindi,Punjab,1,8999,0,8999,8999,5500,3499,COD,Delivered
AHS-1233,1-Aug-2024,2-Aug-2024,1,Luxury Velvet Rug LV-312,Rugs,Luxury Velvet Rugs,Islamabad,ICT,1,9999,0,9999,9999,6200,3799,EasyPaisa,Delivered
AHS-1234,2-Aug-2024,3-Aug-2024,1,Luxury Velvet Rug LV-312,Rugs,Luxury Velvet Rugs,Islamabad,ICT,1,9999,0.15,8499,8499,6200,2299,Bank Transfer,Delivered
AHS-1235,2-Aug-2024,5-Aug-2024,3,Lavender Stripe Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,3,2999,0.15,2549,7647,4500,3147,EasyPaisa,Delivered
AHS-1236,2-Aug-2024,3-Aug-2024,1,Lavender Stripe Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0,2999,2999,1500,1499,COD,Delivered
AHS-1237,2-Aug-2024,4-Aug-2024,2,Water Absorbent Anti-Slip Mat Set,Mats,Mats,Rawalpindi,Punjab,1,2099,0.28,1511,1511,1100,411,JazzCash,Delivered
AHS-1238,3-Aug-2024,6-Aug-2024,3,Chestnut Bedsheet,Bedding,Bed Sheets,Islamabad,ICT,1,2999,0,2999,2999,1500,1499,COD,Returned
AHS-1239,3-Aug-2024,7-Aug-2024,4,Fleece Blanket Beige,Bedding,Blankets,Multan,Punjab,1,3500,0.1,3150,3150,1800,1350,COD,Delivered
AHS-1240,3-Aug-2024,6-Aug-2024,3,Modern Rug MD-213,Rugs,Modern Rugs,Karachi,Sindh,1,6999,0.1,6299,6299,4000,2299,COD,Delivered
AHS-1241,4-Aug-2024,8-Aug-2024,4,Luxury Velvet Rug LV-309,Rugs,Luxury Velvet Rugs,Multan,Punjab,1,8999,0.15,7649,7649,5500,2149,COD,Delivered
AHS-1242,4-Aug-2024,8-Aug-2024,4,Chestnut Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Faisalabad,Punjab,1,5999,0.1,5399,5399,3200,2199,Bank Transfer,Delivered
AHS-1243,4-Aug-2024,5-Aug-2024,1,Luxury Velvet Rug LV-304,Rugs,Luxury Velvet Rugs,Lahore,Punjab,2,8999,0.15,7649,15298,11000,4298,COD,Delivered
AHS-1244,8-Aug-2024,11-Aug-2024,3,Coco Blossom Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2999,0,2999,2999,1500,1499,COD,Delivered
AHS-1245,9-Aug-2024,11-Aug-2024,2,Luxury Velvet Rug LV-307,Rugs,Luxury Velvet Rugs,Faisalabad,Punjab,2,8999,0.28,6479,12958,11000,1958,COD,Delivered
AHS-1246,9-Aug-2024,11-Aug-2024,2,Luxury Velvet Rug LV-307,Rugs,Luxury Velvet Rugs,Karachi,Sindh,1,8999,0.1,8099,8099,5500,2599,COD,Delivered
AHS-1247,10-Aug-2024,12-Aug-2024,2,Luxury Velvet Rug LV-324,Rugs,Luxury Velvet Rugs,Karachi,Sindh,2,8999,0,8999,17998,11000,6998,Bank Transfer,Delivered
AHS-1248,10-Aug-2024,12-Aug-2024,2,Rosewood Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Faisalabad,Punjab,1,5999,0.1,5399,5399,3200,2199,COD,Delivered
AHS-1249,11-Aug-2024,13-Aug-2024,2,Nexus Bedsheet,Bedding,Bed Sheets,Hyderabad,Sindh,1,2650,0.28,1908,1908,1400,508,COD,Delivered
AHS-1250,11-Aug-2024,12-Aug-2024,1,Fleece Blanket Beige,Bedding,Blankets,Lahore,Punjab,2,3500,0.15,2975,5950,3600,2350,COD,Delivered
AHS-1251,11-Aug-2024,12-Aug-2024,1,Luxury Velvet Rug LV-326,Rugs,Luxury Velvet Rugs,Karachi,Sindh,1,11999,0,11999,11999,7500,4499,COD,Delivered
AHS-1252,11-Aug-2024,14-Aug-2024,3,Premium Bath Mat,Mats,Mats,Islamabad,ICT,1,1999,0,1999,1999,1000,999,COD,Delivered
AHS-1253,11-Aug-2024,15-Aug-2024,4,Fleece Blanket Grey,Bedding,Blankets,Multan,Punjab,1,3500,0.1,3150,3150,1800,1350,COD,Delivered
AHS-1254,12-Aug-2024,13-Aug-2024,1,Luxury Velvet Rug LV-309,Rugs,Luxury Velvet Rugs,Islamabad,ICT,1,8999,0,8999,8999,5500,3499,COD,Delivered
AHS-1255,12-Aug-2024,15-Aug-2024,3,Serenity Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,2,2650,0.15,2252,4504,2800,1704,COD,Delivered
AHS-1256,12-Aug-2024,14-Aug-2024,2,Terracotta Bloom Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2999,0,2999,2999,1500,1499,Bank Transfer,Cancelled
AHS-1257,12-Aug-2024,13-Aug-2024,1,Kitchen Anti-Fatigue Mat,Mats,Mats,Lahore,Punjab,2,2499,0.1,2249,4498,2600,1898,COD,Delivered
AHS-1258,13-Aug-2024,16-Aug-2024,3,Luxury Velvet Rug LV-312,Rugs,Luxury Velvet Rugs,Lahore,Punjab,1,9999,0.1,8999,8999,6200,2799,EasyPaisa,Delivered
AHS-1259,13-Aug-2024,14-Aug-2024,1,Mosaic Bedsheet,Bedding,Bed Sheets,Islamabad,ICT,1,2650,0.15,2252,2252,1400,852,Bank Transfer,Cancelled
AHS-1260,14-Aug-2024,15-Aug-2024,1,Jingle Bedsheet,Bedding,Bed Sheets,Islamabad,ICT,1,2650,0.1,2385,2385,1400,985,EasyPaisa,Delivered
AHS-1261,14-Aug-2024,15-Aug-2024,1,Coco Blossom Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Karachi,Sindh,3,5999,0,5999,17997,9600,8397,COD,Delivered
AHS-1262,14-Aug-2024,16-Aug-2024,2,Luxury Velvet Rug LV-324,Rugs,Luxury Velvet Rugs,Rawalpindi,Punjab,1,8999,0.15,7649,7649,5500,2149,EasyPaisa,Delivered
AHS-1263,14-Aug-2024,15-Aug-2024,1,Terracotta Bloom Bedsheet,Bedding,Bed Sheets,Islamabad,ICT,1,2999,0.28,2159,2159,1500,659,COD,Delivered
AHS-1264,14-Aug-2024,18-Aug-2024,4,Modern Rug MD-205,Rugs,Modern Rugs,Quetta,Balochistan,1,8999,0,8999,8999,5500,3499,Bank Transfer,Delivered
AHS-1265,15-Aug-2024,17-Aug-2024,2,Modern Rug MD-207,Rugs,Modern Rugs,Karachi,Sindh,1,6999,0.1,6299,6299,4000,2299,JazzCash,Delivered
AHS-1266,15-Aug-2024,19-Aug-2024,4,Fleece Blanket Beige,Bedding,Blankets,Rawalpindi,Punjab,1,3500,0.1,3150,3150,1800,1350,Bank Transfer,Delivered
AHS-1267,15-Aug-2024,16-Aug-2024,1,Fleece Blanket Beige,Bedding,Blankets,Karachi,Sindh,1,3500,0,3500,3500,1800,1700,EasyPaisa,Cancelled
AHS-1268,15-Aug-2024,18-Aug-2024,3,Fleece Blanket Beige,Bedding,Blankets,Karachi,Sindh,3,3500,0,3500,10500,5400,5100,Bank Transfer,Delivered
AHS-1269,15-Aug-2024,16-Aug-2024,1,Modern Rug MD-207,Rugs,Modern Rugs,Karachi,Sindh,2,6999,0,6999,13998,8000,5998,COD,Delivered
AHS-1270,17-Aug-2024,18-Aug-2024,1,Kitchen Anti-Fatigue Mat,Mats,Mats,Karachi,Sindh,1,2499,0.2,1999,1999,1300,699,COD,Delivered
AHS-1271,18-Aug-2024,19-Aug-2024,1,Luxury Velvet Rug LV-324,Rugs,Luxury Velvet Rugs,Lahore,Punjab,1,8999,0.15,7649,7649,5500,2149,JazzCash,Delivered
AHS-1272,18-Aug-2024,22-Aug-2024,4,Luxury Velvet Rug LV-324,Rugs,Luxury Velvet Rugs,Rawalpindi,Punjab,2,8999,0.1,8099,16198,11000,5198,EasyPaisa,Delivered
AHS-1273,18-Aug-2024,21-Aug-2024,3,Luxury Velvet Rug LV-307,Rugs,Luxury Velvet Rugs,Lahore,Punjab,1,8999,0.15,7649,7649,5500,2149,COD,Delivered
AHS-1274,18-Aug-2024,23-Aug-2024,5,Serenity Bedsheet,Bedding,Bed Sheets,Quetta,Balochistan,1,2650,0.2,2120,2120,1400,720,JazzCash,Delivered
AHS-1275,19-Aug-2024,21-Aug-2024,2,Modern Rug MD-208,Rugs,Modern Rugs,Karachi,Sindh,2,6999,0.2,5599,11198,8000,3198,COD,Delivered
AHS-1276,19-Aug-2024,22-Aug-2024,3,Premium Bath Mat,Mats,Mats,Islamabad,ICT,3,1999,0,1999,5997,3000,2997,Bank Transfer,Delivered
AHS-1277,20-Aug-2024,24-Aug-2024,4,Modern Rug MD-208,Rugs,Modern Rugs,Peshawar,KPK,1,6999,0.1,6299,6299,4000,2299,EasyPaisa,Delivered
AHS-1278,20-Aug-2024,24-Aug-2024,4,Coco Blossom Bedsheet,Bedding,Bed Sheets,Faisalabad,Punjab,1,2999,0.15,2549,2549,1500,1049,COD,Delivered
AHS-1279,20-Aug-2024,25-Aug-2024,5,Premium Bath Mat,Mats,Mats,Rawalpindi,Punjab,1,1999,0.1,1799,1799,1000,799,COD,Delivered
AHS-1280,20-Aug-2024,21-Aug-2024,1,Modern Rug MD-211,Rugs,Modern Rugs,Lahore,Punjab,1,8999,0,8999,8999,5500,3499,COD,Cancelled
AHS-1281,21-Aug-2024,24-Aug-2024,3,Opal Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2650,0.15,2252,2252,1400,852,COD,Returned
AHS-1282,22-Aug-2024,24-Aug-2024,2,Premium Bath Mat,Mats,Mats,Karachi,Sindh,1,1999,0.15,1699,1699,1000,699,COD,Delivered
AHS-1283,22-Aug-2024,23-Aug-2024,1,Coco Blossom Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2999,0.2,2399,2399,1500,899,COD,Delivered
AHS-1284,22-Aug-2024,25-Aug-2024,3,Fleece Blanket Beige,Bedding,Blankets,Lahore,Punjab,1,3500,0.28,2520,2520,1800,720,COD,Delivered
AHS-1285,23-Aug-2024,24-Aug-2024,1,Luxury Velvet Rug LV-312,Rugs,Luxury Velvet Rugs,Lahore,Punjab,1,9999,0.1,8999,8999,6200,2799,Bank Transfer,Delivered
AHS-1286,24-Aug-2024,28-Aug-2024,4,Coco Blossom Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Rawalpindi,Punjab,1,5999,0.15,5099,5099,3200,1899,COD,Delivered
AHS-1287,24-Aug-2024,27-Aug-2024,3,Lavender Stripe Bedsheet,Bedding,Bed Sheets,Quetta,Balochistan,1,2999,0.15,2549,2549,1500,1049,COD,Delivered
AHS-1288,26-Aug-2024,27-Aug-2024,1,Coco Blossom Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2999,0,2999,2999,1500,1499,Bank Transfer,Delivered
AHS-1289,27-Aug-2024,30-Aug-2024,3,Modern Rug MD-211,Rugs,Modern Rugs,Lahore,Punjab,1,8999,0,8999,8999,5500,3499,Bank Transfer,Delivered
AHS-1290,27-Aug-2024,30-Aug-2024,3,Modern Rug MD-205,Rugs,Modern Rugs,Rawalpindi,Punjab,1,8999,0,8999,8999,5500,3499,COD,Delivered
